SYMBOL	ENSEMBL
CD47	ENSG00000196776
BBX	ENSG00000114439
CCDC54	ENSG00000138483
DUBR	ENSG00000243701
CBLB	ENSG00000114423
ALCAM	ENSG00000170017
ZPLD1	ENSG00000170044
NFKBIZ	ENSG00000144802
NXPE3	ENSG00000144815
CEP97	ENSG00000182504
RPL24	ENSG00000114391
ZBTB11	ENSG00000066422
PCNP	ENSG00000081154
TRMT10C	ENSG00000174173
SENP7	ENSG00000138468
IMPG2	ENSG00000081148
ABI3BP	ENSG00000154175
TFG	ENSG00000114354
ADGRG7	ENSG00000144820
TMEM45A	ENSG00000181458
NIT2	ENSG00000114021
TBC1D23	ENSG00000036054
CMSS1	ENSG00000184220
FILIP1L	ENSG00000168386
COL8A1	ENSG00000144810
DCBLD2	ENSG00000057019
ST3GAL6	ENSG00000064225
CPOX	ENSG00000080819
GPR15	ENSG00000154165
CLDND1	ENSG00000080822
GABRR3	ENSG00000183185
RIOX2	ENSG00000170854
CRYBG3	ENSG00000080200
ARL6	ENSG00000113966
EPHA6	ENSG00000080224
NSUN3	ENSG00000178694
ARL13B	ENSG00000169379
STX19	ENSG00000178750
PROS1	ENSG00000184500
EPHA3	ENSG00000044524
CSNKA2IP	ENSG00000283434
CGGBP1	ENSG00000163320
HTR1F	ENSG00000179097
POU1F1	ENSG00000064835
CHMP2B	ENSG00000083937
VGLL3	ENSG00000206538
CADM2	ENSG00000175161
GBE1	ENSG00000114480
ROBO1	ENSG00000169855
ROBO2	ENSG00000185008
RBM11	ENSG00000185272
HSPA13	ENSG00000155304
SAMSN1	ENSG00000155307
NRIP1	ENSG00000180530
USP25	ENSG00000155313
CXADR	ENSG00000154639
BTG3	ENSG00000154640
CHODL	ENSG00000154645
TMPRSS15	ENSG00000154646
NCAM2	ENSG00000154654
MIR155HG	ENSG00000234883
MRPL39	ENSG00000154719
JAM2	ENSG00000154721
GABPA	ENSG00000154727
APP	ENSG00000142192
CYYR1	ENSG00000166265
ADAMTS1	ENSG00000154734
ADAMTS5	ENSG00000154736
N6AMT1	ENSG00000156239
LTN1	ENSG00000198862
RWDD2B	ENSG00000156253
USP16	ENSG00000156256
CCT8	ENSG00000156261
MAP3K7CL	ENSG00000156265
BACH1	ENSG00000156273
GRIK1	ENSG00000171189
CLDN8	ENSG00000156284
KRTAP13-1	ENSG00000198390
KRTAP11-1	ENSG00000182591
TIAM1	ENSG00000156299
SOD1	ENSG00000142168
SCAF4	ENSG00000156304
HUNK	ENSG00000142149
MIS18A	ENSG00000159055
MRAP	ENSG00000170262
URB1	ENSG00000142207
EVA1C	ENSG00000166979
SYNJ1	ENSG00000159082
PAXBP1	ENSG00000159086
OLIG2	ENSG00000205927
IFNAR2	ENSG00000159110
IL10RB	ENSG00000243646
IFNAR1	ENSG00000142166
IFNGR2	ENSG00000159128
TMEM50B	ENSG00000142188
DNAJC28	ENSG00000177692
GART	ENSG00000159131
SON	ENSG00000159140
DONSON	ENSG00000159147
CRYZL1	ENSG00000205758
ITSN1	ENSG00000205726
MRPS6	ENSG00000243927
SLC5A3	ENSG00000198743
KCNE2	ENSG00000159197
KCNE1	ENSG00000180509
RCAN1	ENSG00000159200
CLIC6	ENSG00000159212
RUNX1	ENSG00000159216
SETD4	ENSG00000185917
CBR1	ENSG00000159228
CBR3	ENSG00000159231
MORC3	ENSG00000159256
CHAF1B	ENSG00000159259
SIM2	ENSG00000159263
HLCS	ENSG00000159267
RIPPLY3	ENSG00000183145
PIGP	ENSG00000185808
TTC3	ENSG00000182670
DYRK1A	ENSG00000157540
KCNJ15	ENSG00000157551
ERG	ENSG00000157554
ETS2	ENSG00000157557
PSMG1	ENSG00000183527
BRWD1	ENSG00000185658
HMGN1	ENSG00000205581
LCA5L	ENSG00000157578
SH3BGR	ENSG00000185437
B3GALT5	ENSG00000183778
IGSF5	ENSG00000183067
PCP4	ENSG00000183036
DSCAM	ENSG00000171587
BACE2	ENSG00000182240
MX1	ENSG00000157601
FAM3B	ENSG00000183844
TMPRSS2	ENSG00000184012
RIPK4	ENSG00000183421
PRDM15	ENSG00000141956
C2CD2	ENSG00000157617
ZBTB21	ENSG00000173276
SCAF8	ENSG00000213079
TIAM2	ENSG00000146426
TFB1M	ENSG00000029639
CLDN20	ENSG00000171217
ARID1B	ENSG00000049618
TMEM242	ENSG00000215712
LDHAL6B	ENSG00000171989
ZDHHC14	ENSG00000175048
SNX9	ENSG00000130340
SYNJ2	ENSG00000078269
SERAC1	ENSG00000122335
GTF2H5	ENSG00000272047
TULP4	ENSG00000130338
SYTL3	ENSG00000164674
EZR	ENSG00000092820
RPS6KA2	ENSG00000071242
TTLL2	ENSG00000120440
FNDC1	ENSG00000164694
TAGAP	ENSG00000164691
FGFR1OP	ENSG00000213066
CCR6	ENSG00000112486
MPC1	ENSG00000060762
SFT2D1	ENSG00000198818
PRR18	ENSG00000176381
PDE10A	ENSG00000112541
PACRG	ENSG00000112530
AGPAT4	ENSG00000026652
MAP3K4	ENSG00000085511
PLG	ENSG00000122194
SLC22A3	ENSG00000146477
SLC22A2	ENSG00000112499
SLC22A1	ENSG00000175003
IGF2R	ENSG00000197081
AIRN	ENSG00000268257
MAS1	ENSG00000130368
PNLDC1	ENSG00000146453
MRPL18	ENSG00000112110
TCP1	ENSG00000120438
ACAT2	ENSG00000120437
WTAP	ENSG00000146457
SOD2	ENSG00000112096
UNC93A	ENSG00000112494
AFDN	ENSG00000130396
DACT2	ENSG00000164488
SMOC2	ENSG00000112562
THBS2	ENSG00000186340
WDR27	ENSG00000184465
PHF10	ENSG00000130024
TCTE3	ENSG00000184786
ERMARD	ENSG00000130023
DLL1	ENSG00000198719
FAM120B	ENSG00000112584
PSMB1	ENSG00000008018
TBP	ENSG00000112592
PDCD2	ENSG00000071994
PRDM9	ENSG00000164256
CHD1	ENSG00000153922
RGMB	ENSG00000174136
RIOK2	ENSG00000058729
LIX1	ENSG00000145721
LNPEP	ENSG00000113441
SPACA6	ENSG00000182310
HAS1	ENSG00000105509
FPR1	ENSG00000171051
FPR2	ENSG00000171049
PPP2R1A	ENSG00000105568
ZSCAN10	ENSG00000130182
MMP25	ENSG00000008516
BICDL2	ENSG00000162069
THOC6	ENSG00000131652
HCFC1R1	ENSG00000103145
TNFRSF12A	ENSG00000006327
CLDN6	ENSG00000184697
CLDN9	ENSG00000213937
PKMYT1	ENSG00000127564
PAQR4	ENSG00000162073
KREMEN2	ENSG00000131650
FLYWCH1	ENSG00000059122
FLYWCH2	ENSG00000162076
SRRM2	ENSG00000167978
ELOB	ENSG00000103363
PRSS33	ENSG00000103355
PRSS41	ENSG00000215148
PRSS22	ENSG00000005001
PRSS27	ENSG00000172382
KCTD5	ENSG00000167977
PDPK1	ENSG00000140992
AMDHD2	ENSG00000162066
ATP6V0C	ENSG00000185883
TBC1D24	ENSG00000162065
TEDC2	ENSG00000162062
CCNF	ENSG00000162063
ABCA3	ENSG00000167972
RNPS1	ENSG00000205937
ECI1	ENSG00000167969
DNASE1L2	ENSG00000167968
E4F1	ENSG00000167967
PGP	ENSG00000184207
MLST8	ENSG00000167965
BRICD5	ENSG00000182685
CASKIN1	ENSG00000167971
TRAF7	ENSG00000131653
RAB26	ENSG00000167964
PKD1	ENSG00000008710
TSC2	ENSG00000103197
NTHL1	ENSG00000065057
SLC9A3R2	ENSG00000065054
NPW	ENSG00000183971
SYNGR3	ENSG00000127561
GFER	ENSG00000127554
NOXO1	ENSG00000196408
TBL3	ENSG00000183751
RNF151	ENSG00000179580
RPS2	ENSG00000140988
SNHG9	ENSG00000255198
NDUFB10	ENSG00000140990
RPL3L	ENSG00000140986
MSRB1	ENSG00000198736
HS3ST6	ENSG00000162040
MEIOB	ENSG00000162039
HAGH	ENSG00000063854
FAHD1	ENSG00000180185
IGFALS	ENSG00000099769
NUBP2	ENSG00000095906
SPSB3	ENSG00000162032
EME2	ENSG00000197774
MAPK8IP3	ENSG00000138834
MRPS34	ENSG00000074071
NME3	ENSG00000103024
JPT2	ENSG00000206053
IFT140	ENSG00000187535
TMEM204	ENSG00000131634
TELO2	ENSG00000100726
PTX4	ENSG00000251692
CLCN7	ENSG00000103249
CCDC154	ENSG00000197599
UNKL	ENSG00000059145
GNPTG	ENSG00000090581
TSR3	ENSG00000007520
BAIAP3	ENSG00000007516
UBE2I	ENSG00000103275
TPSAB1	ENSG00000172236
TPSB2	ENSG00000197253
CACNA1H	ENSG00000196557
TEKT4	ENSG00000163060
SSTR5	ENSG00000162009
SOX8	ENSG00000005513
LMF1	ENSG00000103227
GNG13	ENSG00000127588
CHTF18	ENSG00000127586
RPUSD1	ENSG00000007376
MSLN	ENSG00000102854
HAGHL	ENSG00000103253
CCDC78	ENSG00000162004
METRN	ENSG00000103260
FBXL16	ENSG00000127585
WDR24	ENSG00000127580
JMJD8	ENSG00000161999
STUB1	ENSG00000103266
RHBDL1	ENSG00000103269
RHOT2	ENSG00000140983
WDR90	ENSG00000161996
MCRIP2	ENSG00000172366
METTL26	ENSG00000130731
WFIKKN1	ENSG00000127578
RAB40C	ENSG00000197562
PIGQ	ENSG00000007541
NHLRC4	ENSG00000257108
CAPN15	ENSG00000103326
RAB11FIP3	ENSG00000090565
DECR2	ENSG00000242612
NME4	ENSG00000103202
MRPL28	ENSG00000086504
AXIN1	ENSG00000103126
PDIA2	ENSG00000185615
ARHGDIG	ENSG00000242173
RGS11	ENSG00000076344
FAM234A	ENSG00000167930
LUC7L	ENSG00000007392
NEURL1B	ENSG00000214357
DUSP1	ENSG00000120129
ERGIC1	ENSG00000113719
CREBRF	ENSG00000164463
BNIP1	ENSG00000113734
PHF1	ENSG00000112511
CUTA	ENSG00000112514
SYNGAP1	ENSG00000197283
ZBTB9	ENSG00000213588
GGNBP1	ENSG00000204188
BAK1	ENSG00000030110
ITPR3	ENSG00000096433
UQCC2	ENSG00000137288
IP6K3	ENSG00000161896
LEMD2	ENSG00000161904
GRM4	ENSG00000124493
HMGA1	ENSG00000137309
NUDT3	ENSG00000272325
RPS10	ENSG00000124614
PACSIN1	ENSG00000124507
SPDEF	ENSG00000124664
SNRPC	ENSG00000124562
UHRF1BP1	ENSG00000065060
TAF11	ENSG00000064995
TCP11	ENSG00000124678
SCUBE3	ENSG00000146197
DEF6	ENSG00000023892
PPARD	ENSG00000112033
FANCE	ENSG00000112039
RPL10A	ENSG00000198755
TEAD3	ENSG00000007866
TULP1	ENSG00000112041
FKBP5	ENSG00000096060
ARMC12	ENSG00000157343
CLPS	ENSG00000137392
LHFPL5	ENSG00000197753
SRPK1	ENSG00000096063
SLC26A8	ENSG00000112053
MAPK14	ENSG00000112062
MAPK13	ENSG00000156711
BRPF3	ENSG00000096070
PNPLA1	ENSG00000180316
PXT1	ENSG00000179165
KCTD20	ENSG00000112078
STK38	ENSG00000112079
SRSF3	ENSG00000112081
CDKN1A	ENSG00000124762
RAB44	ENSG00000255587
CPNE5	ENSG00000124772
PPIL1	ENSG00000137168
PI16	ENSG00000164530
MTCH1	ENSG00000137409
FGD2	ENSG00000146192
PIM1	ENSG00000137193
TMEM217	ENSG00000172738
TBC1D22B	ENSG00000065491
RNF8	ENSG00000112130
CMTR1	ENSG00000137200
CCDC167	ENSG00000198937
MDGA1	ENSG00000112139
ZFAND3	ENSG00000156639
BTBD9	ENSG00000183826
GLO1	ENSG00000124767
DNAH8	ENSG00000124721
GLP1R	ENSG00000112164
UMODL1	ENSG00000177398
ABCG1	ENSG00000160179
TFF3	ENSG00000160180
TFF2	ENSG00000160181
TFF1	ENSG00000160182
TMPRSS3	ENSG00000160183
UBASH3A	ENSG00000160185
RSPH1	ENSG00000160188
SLC37A1	ENSG00000160190
PDE9A	ENSG00000160191
WDR4	ENSG00000160193
NDUFV3	ENSG00000160194
PKNOX1	ENSG00000160199
CBS	ENSG00000160200
U2AF1	ENSG00000160201
CRYAA	ENSG00000160202
SIK1	ENSG00000142178
HSF2BP	ENSG00000160207
RRP1B	ENSG00000160208
NOTCH3	ENSG00000074181
EPHX3	ENSG00000105131
BRD4	ENSG00000141867
AKAP8	ENSG00000105127
AKAP8L	ENSG00000011243
WIZ	ENSG00000011451
RASAL3	ENSG00000105122
PGLYRP2	ENSG00000161031
ACTL9	ENSG00000181786
ADAMTS10	ENSG00000142303
MYO1F	ENSG00000142347
PRAM1	ENSG00000133246
HNRNPM	ENSG00000099783
RAB11B	ENSG00000185236
ANGPTL4	ENSG00000167772
KANK3	ENSG00000186994
RPS28	ENSG00000233927
NDUFA7	ENSG00000267855
CD320	ENSG00000167775
KIFC1	ENSG00000237649
DAXX	ENSG00000204209
TAPBP	ENSG00000231925
ZBTB22	ENSG00000236104
RGL2	ENSG00000237441
PFDN6	ENSG00000204220
WDR46	ENSG00000227057
B3GALT4	ENSG00000235863
RPS18	ENSG00000231500
VPS52	ENSG00000223501
RING1	ENSG00000204227
SLC39A7	ENSG00000112473
RXRB	ENSG00000204231
COL11A2	ENSG00000204248
BRD2	ENSG00000204256
PSMB9	ENSG00000240065
TAP1	ENSG00000168394
PSMB8	ENSG00000204264
TAP2	ENSG00000204267
BTNL2	ENSG00000204290
NOTCH4	ENSG00000204301
GPSM3	ENSG00000213654
PBX2	ENSG00000204304
AGER	ENSG00000204305
RNF5	ENSG00000204308
AGPAT1	ENSG00000204310
EGFL8	ENSG00000241404
PPT2	ENSG00000221988
PRRT1	ENSG00000204314
FKBPL	ENSG00000204315
ATF6B	ENSG00000213676
TNXB	ENSG00000168477
C4B	ENSG00000224389
STK19	ENSG00000204344
DXO	ENSG00000204348
SKIV2L	ENSG00000204351
NELFE	ENSG00000204356
CFB	ENSG00000243649
C2	ENSG00000166278
ZBTB12	ENSG00000204366
EHMT2	ENSG00000204371
SLC44A4	ENSG00000204385
NEU1	ENSG00000204386
HSPA1B	ENSG00000204388
HSPA1A	ENSG00000204389
HSPA1L	ENSG00000204390
LSM2	ENSG00000204392
VWA7	ENSG00000204396
SAPCD1	ENSG00000228727
MSH5	ENSG00000204410
CLIC1	ENSG00000213719
DDAH2	ENSG00000213722
MPIG6B	ENSG00000204420
LY6G6C	ENSG00000204421
LY6G6D	ENSG00000244355
LY6G6F	ENSG00000204424
ABHD16A	ENSG00000204427
LY6G5B	ENSG00000240053
CSNK2B	ENSG00000204435
GPANK1	ENSG00000204438
APOM	ENSG00000204444
BAG6	ENSG00000204463
PRRC2A	ENSG00000204469
AIF1	ENSG00000204472
LST1	ENSG00000204482
LTB	ENSG00000227507
TNF	ENSG00000232810
LTA	ENSG00000226979
NFKBIL1	ENSG00000204498
ATP6V1G2	ENSG00000213760
DDX39B	ENSG00000198563
POU5F1	ENSG00000204531
TCF19	ENSG00000137310
CCHCR1	ENSG00000204536
PSORS1C2	ENSG00000204538
CDSN	ENSG00000204539
SFTA2	ENSG00000196260
VARS2	ENSG00000137411
GTF2H4	ENSG00000213780
DDR1	ENSG00000204580
IER3	ENSG00000137331
FLOT1	ENSG00000137312
MDC1	ENSG00000137337
NRM	ENSG00000137404
PPP1R18	ENSG00000146112
DHX16	ENSG00000204560
ATAT1	ENSG00000137343
MRPS18B	ENSG00000204568
PPP1R10	ENSG00000204569
ABCF1	ENSG00000204574
PRR3	ENSG00000204576
GNL1	ENSG00000204590
RPP21	ENSG00000241370
TRIM39	ENSG00000204599
TRIM26	ENSG00000234127
TRIM15	ENSG00000204610
TRIM10	ENSG00000204613
TRIM40	ENSG00000204614
TRIM31	ENSG00000204616
RNF39	ENSG00000204618
PPP1R11	ENSG00000204619
ZNRD1	ENSG00000066379
ZFP57	ENSG00000204644
MOG	ENSG00000204655
GABBR1	ENSG00000204681
UBD	ENSG00000213886
CRISP3	ENSG00000096006
CRISP1	ENSG00000124812
CRISP2	ENSG00000124490
RHAG	ENSG00000112077
CENPQ	ENSG00000031691
PTCHD4	ENSG00000244694
OPN5	ENSG00000124818
ADGRF4	ENSG00000153294
ADGRF2	ENSG00000164393
CD2AP	ENSG00000198087
TNFRSF21	ENSG00000146072
ADGRF1	ENSG00000153292
ADGRF5	ENSG00000069122
MEP1A	ENSG00000112818
ANKRD66	ENSG00000230062
PLA2G7	ENSG00000146070
TDRD6	ENSG00000180113
SLC25A27	ENSG00000153291
CYP39A1	ENSG00000146233
RCAN2	ENSG00000172348
ENPP5	ENSG00000112796
ENPP4	ENSG00000001561
CLIC5	ENSG00000112782
RUNX2	ENSG00000124813
CDC5L	ENSG00000096401
SPATS1	ENSG00000249481
AARS2	ENSG00000124608
TCTE1	ENSG00000146221
TMEM151B	ENSG00000178233
NFKBIE	ENSG00000146232
SLC35B2	ENSG00000157593
HSP90AB1	ENSG00000096384
SLC29A1	ENSG00000112759
MYMX	ENSG00000262179
CAPN11	ENSG00000137225
TMEM63B	ENSG00000137216
MRPL14	ENSG00000180992
VEGFA	ENSG00000112715
MRPS18A	ENSG00000096080
RSPH9	ENSG00000172426
MAD2L1BP	ENSG00000124688
GTPBP2	ENSG00000172432
POLH	ENSG00000170734
XPO5	ENSG00000124571
POLR1C	ENSG00000171453
YIPF3	ENSG00000137207
LRRC73	ENSG00000204052
TJAP1	ENSG00000137221
DLK2	ENSG00000171462
ABCC10	ENSG00000124574
CRIP3	ENSG00000146215
SLC22A7	ENSG00000137204
TTBK1	ENSG00000146216
DNPH1	ENSG00000112667
CUL9	ENSG00000112659
SRF	ENSG00000112658
PTK7	ENSG00000112655
KLC4	ENSG00000137171
MRPL2	ENSG00000112651
CUL7	ENSG00000044090
RRP36	ENSG00000124541
KLHDC3	ENSG00000124702
MEA1	ENSG00000124733
PPP2R5D	ENSG00000112640
PEX6	ENSG00000124587
GNMT	ENSG00000124713
CNPY3	ENSG00000137161
PTCRA	ENSG00000171611
RPL7L1	ENSG00000146223
BICRAL	ENSG00000112624
TBCC	ENSG00000124659
PRPH2	ENSG00000112619
UBR2	ENSG00000024048
MRPS10	ENSG00000048544
GUCA1B	ENSG00000112599
GUCA1A	ENSG00000048545
TAF8	ENSG00000137413
CCND3	ENSG00000112576
BYSL	ENSG00000112578
MED20	ENSG00000124641
USP49	ENSG00000164663
TOMM6	ENSG00000214736
PRICKLE4	ENSG00000278224
FRS3	ENSG00000137218
PGC	ENSG00000096088
TFEB	ENSG00000112561
MDFI	ENSG00000112559
FOXP4	ENSG00000137166
TREM1	ENSG00000124731
TREML4	ENSG00000188056
TREML2	ENSG00000112195
TREM2	ENSG00000095970
TREML1	ENSG00000161911
NFYA	ENSG00000001167
OARD1	ENSG00000124596
APOBEC2	ENSG00000124701
TSPO2	ENSG00000112212
UNC5CL	ENSG00000124602
LRFN2	ENSG00000156564
MOCS1	ENSG00000124615
DAAM2	ENSG00000146122
KIF6	ENSG00000164627
RFTN1	ENSG00000131378
DAZL	ENSG00000092345
PLCL2	ENSG00000154822
TBC1D5	ENSG00000131374
SATB1	ENSG00000182568
KCNH8	ENSG00000183960
EFHB	ENSG00000163576
RAB5A	ENSG00000144566
PP2D1	ENSG00000183977
KAT2B	ENSG00000114166
SGO1	ENSG00000129810
SULT1C2	ENSG00000198203
SLC5A7	ENSG00000115665
EBI3	ENSG00000105246
SHD	ENSG00000105251
FSD1	ENSG00000105255
STAP2	ENSG00000178078
MPND	ENSG00000008382
SH3GL1	ENSG00000141985
CHAF1A	ENSG00000167670
UBXN6	ENSG00000167671
HDGFL2	ENSG00000167674
PLIN4	ENSG00000167676
PLIN5	ENSG00000214456
LRG1	ENSG00000171236
SEMA6B	ENSG00000167680
TNFAIP8L1	ENSG00000185361
MYDGF	ENSG00000074842
DPP9	ENSG00000142002
FEM1A	ENSG00000141965
TICAM1	ENSG00000127666
PLIN3	ENSG00000105355
ARRDC5	ENSG00000205784
UHRF1	ENSG00000276043
KDM4B	ENSG00000127663
PTPRS	ENSG00000105426
ZNRF4	ENSG00000105428
SAFB2	ENSG00000130254
SAFB	ENSG00000160633
RPL36	ENSG00000130255
LONP1	ENSG00000196365
CATSPERD	ENSG00000174898
RANBP3	ENSG00000031823
VMAC	ENSG00000187650
NDUFA11	ENSG00000174886
NRTN	ENSG00000171119
DUS3L	ENSG00000141994
PRR22	ENSG00000212123
RFX2	ENSG00000087903
ACSBG2	ENSG00000130377
MLLT1	ENSG00000130382
ACER1	ENSG00000167769
CLPP	ENSG00000125656
ALKBH7	ENSG00000125652
PSPN	ENSG00000125650
GTF2F1	ENSG00000125651
KHSRP	ENSG00000088247
SLC25A41	ENSG00000181240
SLC25A23	ENSG00000125648
CRB3	ENSG00000130545
DENND1C	ENSG00000205744
TUBB4A	ENSG00000104833
TNFSF9	ENSG00000125657
CD70	ENSG00000125726
TNFSF14	ENSG00000125735
C3	ENSG00000125730
GPR108	ENSG00000125734
TRIP10	ENSG00000125733
VAV1	ENSG00000141968
ADGRE1	ENSG00000174837
NUDT12	ENSG00000112874
EFNA5	ENSG00000184349
FBXL17	ENSG00000145743
FER	ENSG00000151422
PJA2	ENSG00000198961
MAN2A1	ENSG00000112893
TMEM232	ENSG00000186952
VAPA	ENSG00000101558
TXNDC2	ENSG00000168454
RAB31	ENSG00000168461
PPP4R1	ENSG00000154845
RALBP1	ENSG00000017797
TWSG1	ENSG00000128791
ANKRD12	ENSG00000101745
NDUFV2	ENSG00000178127
WASHC1	ENSG00000181404
DDX11	ENSG00000013573
MTCL1	ENSG00000168502
RAB12	ENSG00000206418
PTPRM	ENSG00000173482
LRRC30	ENSG00000206422
LAMA1	ENSG00000101680
ARHGAP28	ENSG00000088756
L3MBTL4	ENSG00000154655
EPB41L3	ENSG00000082397
ZBTB14	ENSG00000198081
AKAIN1	ENSG00000231824
DLGAP1	ENSG00000170579
TGIF1	ENSG00000177426
MYL12B	ENSG00000118680
MYL12A	ENSG00000101608
MYOM1	ENSG00000101605
LPIN2	ENSG00000101577
EMILIN2	ENSG00000132205
SMCHD1	ENSG00000101596
NDC80	ENSG00000080986
SPDYA	ENSG00000163806
WDR43	ENSG00000163811
TOGARAM2	ENSG00000189350
CLIP4	ENSG00000115295
YPEL5	ENSG00000119801
LBH	ENSG00000213626
LCLAT1	ENSG00000172954
CAPN13	ENSG00000162949
GALNT14	ENSG00000158089
EHD3	ENSG00000013016
XDH	ENSG00000158125
SRD5A2	ENSG00000277893
MEMO1	ENSG00000162959
DPY30	ENSG00000162961
SPAST	ENSG00000021574
SLC30A6	ENSG00000152683
NLRC4	ENSG00000091106
YIPF4	ENSG00000119820
BIRC6	ENSG00000115760
TTC27	ENSG00000018699
LTBP1	ENSG00000049323
RASGRP3	ENSG00000152689
FAM98A	ENSG00000119812
CRIM1	ENSG00000150938
FEZ2	ENSG00000171055
VIT	ENSG00000205221
STRN	ENSG00000115808
HEATR5B	ENSG00000008869
GPATCH11	ENSG00000152133
EIF2AK2	ENSG00000055332
SULT6B1	ENSG00000138068
CEBPZOS	ENSG00000218739
CEBPZ	ENSG00000115816
NDUFAF7	ENSG00000003509
PRKD3	ENSG00000115825
QPCT	ENSG00000115828
CDC42EP3	ENSG00000163171
RMDN2	ENSG00000115841
CYP1B1	ENSG00000138061
ATL2	ENSG00000119787
HNRNPLL	ENSG00000143889
GALM	ENSG00000143891
SRSF7	ENSG00000115875
GEMIN6	ENSG00000152147
DHX57	ENSG00000163214
MORN2	ENSG00000188010
ARHGEF33	ENSG00000214694
SOS1	ENSG00000115904
CDKL4	ENSG00000205111
MAP4K3	ENSG00000011566
THUMPD2	ENSG00000138050
SLC8A1	ENSG00000183023
PKDCC	ENSG00000162878
EML4	ENSG00000143924
COX7A2L	ENSG00000115944
KCNG3	ENSG00000171126
MTA3	ENSG00000057935
HAAO	ENSG00000162882
ZFP36L2	ENSG00000152518
THADA	ENSG00000115970
PLEKHH2	ENSG00000152527
DYNC2LI1	ENSG00000138036
ABCG5	ENSG00000138075
LRPPRC	ENSG00000138095
PPM1B	ENSG00000138032
SLC3A1	ENSG00000138079
PREPL	ENSG00000138078
CAMKMT	ENSG00000143919
SIX3	ENSG00000138083
SIX2	ENSG00000170577
SRBD1	ENSG00000068784
PRKCE	ENSG00000171132
EPAS1	ENSG00000116016
ATP6V1E2	ENSG00000250565
RHOQ	ENSG00000119729
PIGF	ENSG00000151665
CRIPT	ENSG00000119878
SOCS5	ENSG00000171150
MCFD2	ENSG00000180398
STPG4	ENSG00000239605
CALM2	ENSG00000143933
EPCAM	ENSG00000119888
MSH2	ENSG00000095002
KCNK12	ENSG00000184261
MSH6	ENSG00000116062
FBXO11	ENSG00000138081
FOXN2	ENSG00000170802
PPP1R21	ENSG00000162869
STON1	ENSG00000243244
GTF2A1L	ENSG00000242441
NRXN1	ENSG00000179915
ADCYAP1	ENSG00000141433
METTL4	ENSG00000101574
KDM5D	ENSG00000012817
UTY	ENSG00000183878
DDX3Y	ENSG00000067048
CREM	ENSG00000095794
CUL2	ENSG00000108094
BAMBI	ENSG00000095739
MAP3K8	ENSG00000107968
MTPAP	ENSG00000107951
JCAD	ENSG00000165757
SVIL	ENSG00000197321
ZEB1	ENSG00000148516
ARHGAP12	ENSG00000165322
KIF5B	ENSG00000170759
EPC1	ENSG00000120616
RAB18	ENSG00000099246
MKX	ENSG00000150051
ARMC4	ENSG00000169126
MPP7	ENSG00000150054
WAC	ENSG00000095787
FZD8	ENSG00000177283
GJD4	ENSG00000177291
CCNY	ENSG00000108100
COLEC12	ENSG00000158270
THOC1	ENSG00000079134
USP14	ENSG00000101557
ROCK1	ENSG00000067900
GREB1L	ENSG00000141449
ESCO1	ENSG00000141446
SNRPD1	ENSG00000167088
ABHD3	ENSG00000158201
MIB1	ENSG00000101752
GATA6	ENSG00000141448
RBBP8	ENSG00000101773
CABLES1	ENSG00000134508
TMEM241	ENSG00000134490
RIOK3	ENSG00000101782
NPC1	ENSG00000141458
ANKRD29	ENSG00000154065
LAMA3	ENSG00000053747
TTC39C	ENSG00000168234
CABYR	ENSG00000154040
OSBPL1A	ENSG00000141447
IMPACT	ENSG00000154059
HRH4	ENSG00000134489
SS18	ENSG00000141380
PSMA8	ENSG00000154611
TAF4B	ENSG00000141384
KCTD1	ENSG00000134504
AQP4	ENSG00000171885
CDH2	ENSG00000170558
DSC3	ENSG00000134762
DSC2	ENSG00000134755
DSG2	ENSG00000046604
TTR	ENSG00000118271
B4GALT6	ENSG00000118276
TRAPPC8	ENSG00000153339
RNF125	ENSG00000101695
RNF138	ENSG00000134758
MEP1B	ENSG00000141434
GAREM1	ENSG00000141441
KLHL14	ENSG00000197705
ASXL3	ENSG00000141431
NOL4	ENSG00000101746
DTNA	ENSG00000134769
MAPRE2	ENSG00000166974
INO80C	ENSG00000153391
GALNT1	ENSG00000141429
RPRD1A	ENSG00000141425
SLC39A6	ENSG00000141424
ELP2	ENSG00000134759
MOCOS	ENSG00000075643
FHOD3	ENSG00000134775
TPGS2	ENSG00000134779
CELF4	ENSG00000101489
PIK3C3	ENSG00000078142
RIT2	ENSG00000152214
SYT4	ENSG00000132872
SLC25A46	ENSG00000164209
SAP130	ENSG00000136715
AMMECR1L	ENSG00000144233
POLR2D	ENSG00000144231
WDR33	ENSG00000136709
SFT2D3	ENSG00000173349
LIMS2	ENSG00000072163
MYO7B	ENSG00000169994
IWS1	ENSG00000163166
PROC	ENSG00000115718
MAP3K2	ENSG00000169967
ERCC3	ENSG00000163161
BIN1	ENSG00000136717
GYPC	ENSG00000136732
TSLP	ENSG00000145777
WDR36	ENSG00000134987
CAMK4	ENSG00000152495
STARD4	ENSG00000164211
NREP	ENSG00000134986
EPB41L4A	ENSG00000129595
APC	ENSG00000134982
SRP19	ENSG00000153037
REEP5	ENSG00000129625
PKD2L2	ENSG00000078795
FAM13B	ENSG00000031003
WNT8A	ENSG00000061492
NME5	ENSG00000112981
BRD8	ENSG00000112983
KIF20A	ENSG00000112984
CDC23	ENSG00000094880
GFRA3	ENSG00000146013
CDC25C	ENSG00000158402
FAM53C	ENSG00000120709
